geneID	geneLength	geneProduct	BUBUP	BUBUG	BUBUN	BUBUO	BUBUC	BUBUH
650469551	564	adenosylcobinamide kinase (EC 2.7.1.156)/adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	175.57	86.19	114.91	119.4	55.8	56.55
650469552	747	cobalamin-5'-phosphate synthase (EC 2.7.8.26)	1.82	15.83	6.51	8.35	9.72	11.96
650469553	591	alpha-ribazole phosphatase	4.59	11.12	0	8.44	6.14	0
650469554	552	hypothetical protein	83.55	107.11	64.58	61	116.23	71.65
650469555	735	beta-lactamase superfamily hydrolase	127.34	92.95	74.95	137.43	87.29	74.64
650469556	1251	methyl-accepting chemotaxis sensory transducer	18.43	244.71	22.02	10.97	95.8	61.19
650469557	1380	pyruvate carboxyltransferase	521.95	47.6	419.16	604.56	224.56	330.97
650469558	1929	aconitase (EC 4.2.1.3)	1288.97	131.45	1346.46	1437.78	365.23	586.65
650469559	672	transcriptional regulator, GntR family	2060.96	148.59	1822.82	2403.21	589.05	1057.48
650469560	1371	RNA methylase, NOL1/NOP2/sun family	53.43	9.58	44.91	59.12	29.14	36.29
650469561	735	ribosomal small subunit pseudouridine synthase A (EC 5.4.99.-)	5.54	26.81	4.41	10.18	9.88	22.57
650469562	1170	protein-L-isoaspartate(D-aspartate) O-methyltransferase	11.59	16.84	4.15	9.59	9.31	15.27
650469563	492	Carbohydrate binding family 25	239.86	705	250.29	258.54	888.21	764.97
650469564	1635	two component transcriptional regulator, AraC family	193.31	473.31	243.79	159.41	687.08	733.49
650469565	1107	PpiC-type peptidyl-prolyl cis-trans isomerase	124.99	315.71	121.48	145.32	311.65	253.55
650469566	1281	glucose-1-phosphate adenylyltransferase	15.88	208.21	15.18	19.47	194.67	185.25
650469567	1122	glucose-1-phosphate adenylyltransferase, GlgD subunit	184.97	398.14	296.04	203.4	240.6	254.71
650469568	879	diacylglycerol kinase catalytic region	154.32	309.41	208.3	188.69	162.51	162.56
650469569	759	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	244.84	88.28	128.09	243.17	100.48	126.07
650469570	738	ABC transporter related protein	9.19	17.8	13.17	8.45	21.32	13.83
650469571	2448	hypothetical protein	3.32	9.66	2.65	1.02	6.92	7.82
650469572	1416	protein of unknown function DUF214	17.24	13.92	5.72	12.33	12.82	5.41
650469574	999	sodium/calcium exchanger membrane region	0	0	0	0	0	0
650469575	390	hypothetical protein	0	3.37	0	3.2	0	3.27
650469576	684	protein of unknown function DUF421	0	0	0	1.82	0	0
650469577	210	small acid-soluble spore protein alpha/beta type	413.4	469.24	354.92	243.48	317.04	303.76
650469578	1266	Monogalactosyldiacylglycerol synthase	68.57	78.87	42.23	66.98	58.33	53.41
650469579	1590	protein of unknown function DUF342	470.07	2821.92	697.03	482.36	1212.81	1018.24
650469580	1191	Serine-type D-Ala-D-Ala carboxypeptidase	0	0	0	2.09	3.05	1.07
650469581	912	hypothetical protein	2.97	7.2	1.78	6.84	5.31	1.4
650469582	1398	TrkA-N domain protein	0.97	15.98	0	3.57	35.5	32.85
650469583	1452	cation transporter	0.93	5.43	1.12	0.86	8.34	3.51
650469584	1035	tRNA-guanine transglycosylase, various specificities	3.93	8.89	1.57	2.41	4.68	4.93
650469585	1752	Radical SAM domain protein	9.29	8.25	9.25	8.54	11.75	9.47
650469586	423	putative anti-sigma regulatory factor, serine/threonine protein kinase	128.27	201.89	149.39	109.08	211.77	165.88
650469587	1488	copper amine oxidase-like domain-containing protein	265.28	252.53	204.71	275.73	252.19	202.35
650469588	702	hypothetical protein	27.05	108.55	34.62	30.2	151.75	105.41
650469589	2127	helicase, RecD/TraA family	61.86	118.6	39.61	57.46	118.95	107.37
650469590	1221	hypothetical protein	775.45	858.69	785.59	921.26	939.87	1063.69
650469591	630	hypothetical protein	17.23	16.68	12.86	17.82	19.21	18.23
650469592	711	phospholipase C zinc-binding protein	0	0	0	0	5.11	0
650469593	651	Sporulation lipoprotein YhcN/YlaJ-like protein	0	0	0	0	0	1.96
650469594	426	hypothetical protein	6.37	0	3.8	2.93	0	2.99
650469595	1362	Uncharacterized conserved protein UCP033563	272.89	35.69	266.48	227.07	39.11	30.91
650469596	555	PRC-barrel domain protein	0	0	0	0	0	0
650469597	186	hypothetical protein	0	0	0	0	0	6.86
650469598	1050	protein of unknown function UPF0118	0	2.5	0	0	0	0
650469599	2643	alanyl-tRNA synthetase (EC 6.1.1.7)	74.42	35.79	47.2	55.68	76.03	73.37
650469600	750	CRISPR-associated protein TM1802-like protein	39.79	120.88	25.92	41.57	29.05	42.53
650469601	711	hypothetical protein	20.99	53.59	13.67	15.79	17.03	5.38
650469602	252	hypothetical protein	0	46.92	0	9.9	4.8	5.06
650469603	987	hypothetical protein	0	27.95	6.57	6.32	13.49	6.46
650469604	990	hypothetical protein	4.11	18.58	4.91	7.56	13.45	7.73
650469605	1506	hypothetical protein	0.9	8.72	6.46	3.31	6.43	5.08
650469606	666	protein of unknown function DUF324	2.04	11.84	0	0	0	1.92
650469607	1602	hypothetical protein	3.39	13.12	5.06	3.89	10.58	7.17
650469608	1383	protein of unknown function DUF324	2.94	5.7	8.2	3.61	3.5	6.46
650469609	468	hypothetical protein	8.7	19.65	3.46	7.99	10.35	13.63
650469610	2079	protein of unknown function DUF324	4.57	31.6	5.46	6	28.53	16.57
650469611	180	hypothetical protein	0	43.8	9	6.93	47.08	14.18
650469612	1467	CRISPR-associated protein, TIGR02710 family	8.32	38.51	8.84	10.2	32.18	21.74
650469613	291	CRISPR-associated protein, Cas2 family	9.32	45.15	5.57	12.86	45.76	26.31
650469614	630	CRISPR-associated exonuclease, Cas4 family	34.45	108.45	36.01	33.65	113.37	129.61
650469615	1224	transposase mutator type	0	0	0	0	0	2.08
650469616	249	hypothetical protein	0	0	0	0	0	0
650469617	648	hypothetical protein	2.09	0	0	0	0	1.97
650469618	798	hypothetical protein	0	6.59	0	1.56	4.55	0
650469619	498	hypothetical protein	5.45	5.28	3.25	2.5	7.29	15.37
650469620	861	hypothetical protein	11.03	10.68	5.65	10.14	19.68	13.34
650469621	1152	Integrase catalytic region	0	0	0	1.08	1.05	1.11
650469622	513	hypothetical protein	31.73	23.05	3.16	2.43	30.68	22.38
650469623	789	copper amine oxidase-like domain-containing protein	0	3.33	0	3.16	4.6	4.85
650469624	804	copper amine oxidase-like domain-containing protein	28.68	44.12	24.18	15.51	72.27	44.43
650469625	801	copper amine oxidase-like domain-containing protein	32.18	39.37	30.34	42.04	77.07	36.63
650469626	2931	hypothetical protein	245.29	148.82	144.84	225.08	204.44	168.45
650469627	480	hypothetical protein	2.83	0	0	2.6	2.52	7.97
650469628	5805	YD repeat protein	3.51	7.92	2.51	2.79	10.01	9.89
650469629	930	Ankyrin	8.75	21.19	17.42	22.8	10.41	27.44
650469630	1221	transposase mutator type	2.22	7.53	2.65	0	1.98	4.18
650469631	5298	YD repeat protein	1.79	2.23	1.83	1.41	3.66	3.37
650469632	255	hypothetical protein	0	0	0	0	4.75	0
650469633	234	hypothetical protein	46.38	28.07	20.77	47.96	41.39	27.26
650469634	249	hypothetical protein	5.45	26.38	19.52	25.04	9.72	5.12
650469635	1224	transposase mutator type	0	0	0	0	0	1.04
650469636	1572	FAD dependent oxidoreductase	0	0	0	0	0	0
650469637	1524	hypothetical protein	20.47	6.03	15.95	12.27	23.04	32.65
650469638	810	amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)	103.83	210.87	66.01	87.76	149.45	81.9
650469639	663	polar amino acid ABC transporter, inner membrane subunit	24.55	79.27	19.55	33.86	52.95	61.58
650469640	786	amino acid ABC transporter ATP-binding protein, PAAT family (TC 3.A.1.3.-)	10.35	73.55	26.8	23.8	35.42	37.33
650469641	675	hypothetical protein	14.07	15.57	9.6	9.24	16.14	26.46
650469642	372	hypothetical protein	80.22	134.21	104.53	113.98	74.84	96.03
650469643	1656	hypothetical protein	146.62	464.93	211.34	155.13	509.5	560.09
650469644	474	GCN5-related N-acetyltransferase	20.03	47.12	10.25	13.15	30.65	8.07
650469645	786	hypothetical protein	1.73	26.75	8.25	9.52	12.32	9.74
650469646	459	regulatory protein MarR	0	8.59	0	2.72	2.64	0
650469647	1413	MATE efflux family protein	1.92	6.51	0	0.88	6.85	1.81
650469648	537	hypothetical protein	42.94	92.97	51.29	69.67	54.1	47.52
650469649	2538	TIR protein	36.34	23.3	19.79	40.78	62.48	84.45
650469650	246	hypothetical protein	22.06	186.93	19.76	30.42	201.75	207.45
650469651	924	hypothetical protein	0	1.42	1.75	2.7	0	1.38
650469652	504	RNA polymerase, sigma subunit, SigV	635.18	195.52	781.21	559.2	86.47	53.16
650469653	903	Domain of unknown function DUF3298	666.97	142.59	764.39	987.44	72.39	60.75
650469654	582	Phosphoglycerate mutase	86.24	24.83	47.33	42.85	54.08	52.61
650469655	591	hypothetical protein	43.61	77.81	30.16	44.31	83.98	88.51
650469656	774	short-chain dehydrogenase/reductase SDR	3172.12	6319.79	3309.65	3307.8	2596.23	2126.34
650469657	477	transposase IS200-family protein	2.84	63.35	6.79	10.46	2.54	10.7
650469658	1956	hypothetical protein	11.79	36.27	7.46	19.13	47.65	39.14
650469659	1014	hypothetical protein	0	1.3	0	0	0	0
650469660	900	hypothetical protein	1.51	0	0	0	1.35	0
650469661	1329	glycosyl hydrolase family 1	1.02	2.97	0	2.82	0.91	0.96
650469662	303	branched-chain amino acid transport	0	0	0	0	15.98	8.42
650469663	735	AzlC family protein	0	19.66	2.2	0	13.18	5.21
650469664	2124	Inorganic diphosphatase	87.49	334.65	74.76	92.18	275.85	207.83
650469665	942	hypothetical protein	53.28	129.71	18.92	41.04	75.82	46.05
650469666	1119	protein of unknown function UPF0118	46.06	15.26	14.48	47.92	22.72	31.92
650469667	99	hypothetical protein	13.7	0	16.37	12.6	0	0
650469668	477	transposase IS200-family protein	0	2.75	0	0	2.54	0
650469669	774	RDD domain containing protein	266.39	539.81	293.07	301.29	398.82	403.84
650469670	981	signal peptide peptidase SppA, 36K type	106.47	124.56	87.54	109.33	104.89	101.44
650469671	597	protein of unknown function DUF204	34.08	19.81	8.14	20.89	62.86	79.07
650469672	423	hypothetical protein	32.07	15.53	7.66	5.9	14.31	0
650469673	2106	hypothetical protein	1.29	1.87	0.77	2.96	4.02	4.85
650469674	861	ABC transporter related protein	1.58	3.05	0	2.9	2.81	2.96
650469675	1254	hypothetical protein	1.08	3.14	0	0	0.97	2.03
650469676	1917	hypothetical protein	0.71	7.54	3.38	3.9	5.68	3.33
650469677	1185	tryptophan synthase, beta chain (EC 4.2.1.20)	59.52	144.14	49.22	38.94	125.65	106.59
650469678	771	tryptophan synthase, alpha chain (EC 4.2.1.20)	112.6	95.43	60.94	87.34	83.21	82.74
650469679	951	cation diffusion facilitator family transporter	142.64	295.65	156.75	150.8	178.21	127.45
650469680	1227	integral membrane sensor signal transduction histidine kinase	3.32	5.35	0	6.1	1.97	7.28
650469681	261	G protein-coupled receptor 119	5.2	0	0	0	4.64	14.66
650469682	699	two component transcriptional regulator, winged helix family	3.88	18.8	2.32	8.92	10.39	5.48
650469683	687	VTC domain	0	3.82	2.36	0	5.29	1.86
650469684	687	hypothetical protein	0	0	2.36	0	3.52	5.57
650469685	2112	Spore coat protein CotH	7.71	13.69	3.84	6.5	8.6	5.44
650469686	2151	Ferrous iron transport protein B domain-containing protein	0	3.05	0.75	1.16	2.25	5.93
650469687	240	FeoA family protein	0	0	0	0	0	0
650469688	480	iron (metal) dependent repressor, DtxR family	0	0	0	0	0	5.32
650469689	351	hypothetical protein	34.78	89.84	41.55	24.87	68.98	76.33
650469690	1248	glycosyl hydrolase 53 domain protein	260.86	230.56	184.36	248.81	204.66	208.55
650469691	447	C_GCAxxG_C_C family protein	194.22	288.05	239.24	220.4	211.23	199.79
650469692	2529	Dockerin type 1	120.68	246.25	184.52	149.41	120.14	106.44
650469693	819	glycosyl transferase family 8	13.25	38.5	11.87	15.23	31.04	17.14
650469694	1545	phospholipase D/Transphosphatidylase	5.27	15.31	5.24	5.65	13.32	7.43
650469695	720	two component transcriptional regulator, winged helix family	131.88	58.39	92.27	91.8	63.89	67.33
650469696	1770	multi-sensor signal transduction histidine kinase	52.88	33.4	51.26	52.84	17.78	15.86
650469697	1536	2-isopropylmalate synthase (EC 2.3.3.13)	144.83	88.96	51.69	63.33	34.68	26.58
650469698	933	alpha/beta hydrolase fold protein	43.62	29.57	19.1	37.43	32.44	53.33
650469699	1329	polynucleotide adenylyltransferase/metal dependent phosphohydrolase	22.45	13.84	21.95	30.97	23.68	30.72
650469700	294	Trp operon repressor family	673.62	388.8	578.67	559.91	724.67	650.92
650469701	396	hypothetical protein	298.01	278.7	220.95	346.41	479.93	496.15
650469702	600	hypothetical protein	52	81.02	29.71	66.51	68.6	63.79
650469703	2733	protein translocase subunit secA	104.23	109.61	96.64	97.65	104.53	116.7
650469704	1287	FolC bifunctional protein	10.54	25.52	10.07	10.66	29.16	22.8
650469705	1158	Tetratricopeptide TPR_1 repeat-containing protein	26.94	76.02	19.59	26.92	60.63	57.29
650469706	1158	Patatin	33.97	95.31	47.57	45.23	64.81	37.46
650469707	1500	L-threonine synthase (EC 4.2.3.1)	691.8	630.66	399.67	719.14	723.09	614.09
650469708	375	response regulator receiver protein	473.86	227.74	285.17	538.73	280.84	313
650469709	1089	oxidoreductase domain protein	7.47	2.41	7.44	5.73	6.67	7.03
650469710	1593	response regulator receiver modulated metal dependent phosphohydrolase	10.22	590.54	22.38	10.96	661.88	848.13
650469711	444	amino acid-binding ACT domain protein	168.03	142.04	102.18	182.57	534.38	508.6
650469712	1248	homoserine dehydrogenase (EC 1.1.1.3)	58.69	31.58	33.76	51.96	194	168.68
650469713	1350	aspartate kinase (EC 2.7.2.4)	429.05	183.94	264.05	395.37	557.74	603.88
650469714	789	copper amine oxidase-like domain-containing protein	0	5	0	0	4.6	8.08
650469715	5754	YD repeat protein	9.67	10.96	7.6	7.37	25.88	23.06
650469716	459	hypothetical protein	50.24	62.97	42.36	48.9	152.96	155.65
650469717	639	hypothetical protein	31.84	39.07	38.03	46.84	47.36	63.89
650469718	177	hypothetical protein	38.32	37.11	54.92	35.23	88.91	50.46
650469719	279	hypothetical protein	34.03	18.84	11.61	26.82	39.05	41.16
650469720	5880	YD repeat protein	99.43	50.95	84.32	131.49	132.58	170.54
650469721	462	hypothetical protein	23.49	11.38	10.52	10.8	31.44	27.61
650469722	192	hypothetical protein	7.06	47.9	25.32	12.99	50.44	79.74
650469723	345	histidine triad (HIT) protein	990.82	761.66	939.29	1066.33	1157.9	1109.4
650469724	2133	S-layer domain-containing protein	1071.57	674.49	897.88	1099.74	944.93	952.82
650469725	477	transposase IS200-family protein	0	5.51	3.4	5.23	12.69	2.67
650469726	777	Protein-tyrosine-phosphatase	90.78	128.51	64.64	65.8	105.94	108.37
650469727	552	dTDP-4-dehydrorhamnose 3,5-epimerase	518.51	802.12	563.58	519.61	778.51	829.74
650469728	567	hypothetical protein	222.49	349.9	208.61	189.15	260.47	285.76
650469729	1179	hypothetical protein	17.26	49.03	15.12	13.75	40.04	32.46
650469730	1395	capsular exopolysaccharide family	159.47	336.24	105.7	177.9	338.43	295.4
650469731	558	NusG antitermination factor	189.62	809.98	136.48	203.38	754.95	471
650469732	1044	NAD-dependent epimerase/dehydratase	114.34	302.04	96.22	115.87	260.89	207.75
650469733	492	Oligosaccharide biosynthesis protein Alg14 like protein	55.14	141.53	42.81	68.44	172.23	111.5
650469734	495	Glycosyltransferase 28 domain	21.92	98.21	32.73	30.23	124.72	59.28
650469735	891	glycosyltransferase	57.85	212.34	50.92	83.98	233.68	124.57
650469736	1146	glycosyl transferase group 1	56.82	100.89	36.76	37	134.15	97.97
650469737	906	glycosyltransferase	74.86	188.52	84.05	94.98	284.59	246.43
650469738	933	glycosyl transferase family 2	75.6	166.17	72.94	90.89	216.68	184.6
650469739	1272	O-antigen polymerase	127.97	300.58	101.9	140.2	317.86	238.71
650469740	1461	polysaccharide biosynthesis protein	156.91	241.01	139.74	163.89	313.2	300.4
650469741	1326	UDP-glucose dehydrogenase	350.88	335.9	301.82	321.64	390.73	355.03
650469742	480	VanZ family protein	240.21	410.58	367.94	394.91	274.89	188.71
650469743	405	single-strand binding protein	227.75	314.68	176.03	172.43	355.69	280.36
650469744	1404	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	52.17	75.8	49.62	55.96	50.87	57.25
650469745	177	SSU ribosomal protein S21P	1846.95	4772.97	1464.66	1951.63	5190.91	4360.81
650469746	444	GatB/YqeY domain protein	840.16	1660.09	598.48	929.68	1423.19	1120.64
650469747	2484	exonuclease RecJ (EC 3.1.-.-)	78.09	41.26	67.84	106.93	78.46	103.24
650469748	516	adenine phosphoribosyltransferase (EC 2.4.2.7)	60.46	58.56	59.66	70.09	166.57	197.8
650469749	2175	(p)ppGpp synthetase I, SpoT/RelA	93.55	64.03	69.28	103.21	143.04	206.48
650469750	450	D-tyrosyl-tRNA(Tyr) deacylase	39.19	43.8	21.6	24.94	24.21	59.54
650469751	606	beta-lactamase-like protein	13.43	17.34	13.37	18.52	35.96	40
650469752	1518	Coproporphyrinogen dehydrogenase	6.26	20.77	13.88	9.04	15.15	7.56
650469753	1128	hypothetical protein	28.86	80.37	30.16	16.58	90.15	109.71
650469754	1239	type II secretion system protein E	3.28	3.18	6.54	7.05	12.7	12.36
650469755	807	Type II secretion system F domain	6.72	6.51	6.02	15.45	18	12.65
650469756	870	Type II secretion system F domain	9.36	9.06	7.45	5.73	8.35	19.06
650469757	207	hypothetical protein	222.8	869.56	258.31	204.83	1035.09	1103.23
650469758	702	hypothetical protein	653.12	434.21	856.3	712.36	410.41	314.41
650469759	630	peptidase A24A prepilin type IV	47.37	183.52	56.58	25.73	195.99	123.53
650469760	1563	Forkhead-associated protein	6.94	11.77	4.15	9.57	20.91	22.86
650469761	1131	hypothetical protein	19.19	20.91	7.16	14.33	18.2	10.15
650469762	1254	histidyl-tRNA synthetase (EC 6.1.1.21)	146.03	22	113.7	151.16	194.03	331.67
650469763	1788	aspartyl-tRNA synthetase (EC 6.1.1.12)	287.53	55.85	275.48	334.09	251.86	454.52
650469764	561	signal peptidase I	101.55	67.92	54.88	93.36	155.36	136.45
650469765	4302	CoA-substrate-specific enzyme activase	881.93	843.84	785.28	856.02	918.73	988.74
650469766	210	hypothetical protein	0	93.85	15.43	5.94	28.82	24.3
650469767	1278	stage II sporulation protein P	0	1.03	0	0	0.95	1
650469768	282	conserved hypothetical protein	4.81	0	0	0	0	0
650469769	1812	GTP-binding protein LepA	42.67	24.65	22.35	34.41	49.44	39.43
650469770	1143	oxygen-independent coproporphyrinogen III oxidase	13.05	10.35	4.25	5.46	5.3	5.58
650469771	1056	heat-inducible transcription repressor HrcA	1237.01	445.42	1113.94	1630.87	696.97	578.7
650469772	681	GrpE protein	623.46	289.4	592.44	869.84	318.19	241.67
650469773	1827	chaperone protein DnaK	1092.9	245.95	923.22	1482.56	324.66	256.98
650469774	1161	chaperone protein DnaJ	46.73	40.74	40.47	39.74	50.05	52.75
650469775	942	[LSU ribosomal protein L11P]-lysine N-methyltransferase (EC 2.1.1.-)	56.16	65.55	49.88	68.84	105.38	111.06
650469776	744	protein of unknown function DUF558	94.81	158.94	100.18	112.3	188.74	161.19
650469777	372	response regulator receiver protein	14.59	56.51	26.13	26.82	65.08	68.59
650469778	204	hypothetical protein	26.6	19.32	0	12.23	53.41	81.3
650469779	885	YicC-like domain-containing protein	412.31	319.19	294.76	439.64	599.11	501.67
650469780	282	protein of unknown function DUF370	1380.53	899.21	1229.58	1326.67	1601.16	1578.92
650469781	612	guanylate kinase (EC 2.7.4.8)	449.94	309.14	394.48	397.35	464.83	435.69
650469782	237	DNA-directed RNA polymerase subunit omega (EC 2.7.7.6)	2037.58	304.91	758.87	1646.97	536.31	640.59
650469783	1302	Phosphopantothenate-cysteine ligase (EC 6.3.2.5)/Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	171.9	122.1	141.87	170.49	184.09	203.82
650469784	1389	glycyl-tRNA synthetase (EC 6.1.1.14)	2887.76	489.98	3638.35	2771.56	652.76	711.84
650469785	1332	signal transduction histidine kinase regulating citrate/malate metabolism	268.85	240.68	254.23	316.45	218.11	191.56
650469786	165	hypothetical protein	90.43	429.99	58.92	83.14	381.5	347.95
650469787	600	Accessory gene regulator B	2.26	19.71	0	4.16	10.09	14.88
650469788	1074	Radical SAM domain protein	3.79	105.21	15.09	12.77	52.97	39.2
650469789	2652	pyruvate phosphate dikinase (EC 2.7.9.1)	103.32	158.54	83.7	110.98	213.17	206.38
650469790	1896	cellulosome anchoring protein cohesin region	268.29	242.54	171.77	213.11	246.45	218.69
650469792	402	hypothetical protein	111.35	189.56	137.04	158.21	192.72	161.86
650469793	348	Cupin 2 conserved barrel domain protein	85.75	67.96	27.94	46.59	156.53	157.64
650469794	1374	PhoH family protein	6.91	41.12	11.79	10.89	61.67	61.28
650469795	1227	glycosyl transferase group 1	89.55	66.39	76.59	100.62	96.68	103.98
650469796	1668	RNA-metabolising metallo-beta-lactamase	24.4	33.08	17.49	21.68	34.11	26.01
650469797	1248	protein of unknown function DUF795	39.13	54.74	38.95	41.97	31.04	31.69
650469798	999	hypothetical protein	0	0	0	0	1.21	0
650469799	315	hypothetical protein	25.84	137.64	56.58	71.26	73.02	60.75
650469800	318	Ribosomal protein L25-like protein	8.53	37.18	5.1	7.84	34.26	24.07
650469801	1056	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	10.28	4.98	9.21	4.72	4.59	9.67
650469802	687	hypothetical protein	142.16	1145.57	219.34	216.01	500.42	347.27
650469803	576	5-formyltetrahydrofolate cyclo-ligase	157.78	1215.78	146.28	166.71	561.13	409.76
650469804	117	hypothetical protein	0	0	0	10.66	0	0
650469805	1545	Recombinase	3.51	3.4	0	0.81	2.35	4.95
650469806	1008	metal dependent phosphohydrolase	9.42	299.79	12.86	6.19	138.11	73.41
650469807	1209	phosphoglycerate mutase (EC 5.4.2.1)	283.86	361.88	305.56	269.22	388.49	409.44
650469808	867	amidohydrolase 2	46.94	83.35	18.69	47.47	110.3	113.31
650469809	342	hypothetical protein	174.52	457.16	170.56	145.86	421.21	261.13
650469810	189	hypothetical protein	638.76	347.58	505.8	818.18	781.4	985.54
650469811	687	two component transcriptional regulator, winged helix family	225.09	160.65	188.68	274.1	341.84	336.13
650469812	1515	integral membrane sensor signal transduction histidine kinase	50.14	39.89	39.57	59.27	91.09	102.74
650469813	1530	peptidase S1 and S6 chymotrypsin/Hap	619.72	1183.34	683.06	634.13	993.74	842.2
650469814	1398	metal dependent phosphohydrolase	21.35	352.43	24.34	24.98	201.75	206.25
650469815	1467	glycogen synthase (ADP-glucose)	46.23	209.57	37.55	28.9	112.22	111.32
650469816	642	DNA-(apurinic or apyrimidinic site) lyase (EC 4.2.99.18)/endonuclease III (EC 3.2.2.-)	164.81	280.37	184.24	153.46	171.59	139.11
650469817	1680	diguanylate cyclase with GAF sensor	38.76	178.31	47.26	31.18	72.78	61.51
650469818	696	hypothetical protein	0	0	0	0	0	0
650469819	264	transglycosylase-associated protein	10.28	69.67	12.27	18.89	9.17	9.67
650469820	189	LSU ribosomal protein L28P	4184.26	5095.57	1440.25	2843.85	8115.03	8343.37
650469821	2085	ATP-dependent DNA helicase RecG (EC 3.6.1.-)	5.2	10.08	2.33	6.58	17.42	16.52
650469822	576	methyltransferase	58.87	145.99	47.82	56.29	155.52	108.53
650469823	480	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	96.08	199.82	64.14	106.52	181.58	138.21
650469824	465	H+-ATPase subunit H	215.87	344.71	198.62	227.96	283.76	224.98
650469825	1308	sporulation integral membrane protein YlbJ	11.41	99.44	12.39	12.39	56.45	52.67
650469826	1446	alpha-L-arabinofuranosidase B	39.4	98.13	42.58	32.77	80.37	69.7
650469827	738	RNA polymerase, sigma 28 subunit, FliA/WhiG subfamily	1.84	72.99	2.2	5.07	95.14	107.18
650469828	2040	Carbohydrate binding family 6	14.63	82.44	14.3	11.61	37.38	26.89
650469829	1224	proteinase inhibitor I4 serpin	115.26	59.04	149.58	141.62	101.87	97.98
650469830	1284	iron-sulfur cluster-binding protein	143.68	52.19	174.14	189.39	91.45	119.23
650469831	1179	DegS sensor signal transduction histidine kinase	12.66	186.1	13.74	5.29	295.7	374.41
650469832	651	two component transcriptional regulator, LuxR family	8.33	407.68	2.49	0	345.87	409.59
650469833	2469	methyl-accepting chemotaxis sensory transducer with Cache sensor	1.65	33.53	1.31	2.02	35.3	26.87
650469834	1737	alpha-phosphoglucomutase (EC 5.4.2.2)	356.89	145.99	211.75	346.77	165.86	138.08
650469835	3546	DNA polymerase III catalytic subunit, DnaE type	90.28	102.26	83.16	103.75	117.78	132.76
650469836	222	tryptophan RNA-binding attenuator protein	391.06	562.24	284.64	342.66	779.76	643.65
650469837	198	hypothetical protein	404.2	557.4	376.43	359	470.76	367.28
650469838	975	6-phosphofructokinase (EC 2.7.1.11)	283.82	173.83	212.71	239.18	180.03	145.25
650469839	417	thioesterase superfamily protein	309.03	261.51	221.48	251.21	217.72	186.63
650469840	543	CDP-alcohol phosphatidyltransferase	162.38	128.24	119.36	190.62	171.66	190.31
650469841	780	copper amine oxidase-like domain-containing protein	88.69	950.03	189.03	83.14	446.96	363.11
650469842	3153	Carbohydrate-binding CenC domain protein	20.65	315.44	40.6	31.25	173.15	126.25
650469843	2268	glycoside hydrolase family 3 domain protein	107.06	539.33	137.17	135.81	324.52	227.26
650469844	456	hypothetical protein	0	2.88	0	0	0	0
650469845	294	hypothetical protein	4.61	0	0	0	0	0
650469846	2583	pyruvate phosphate dikinase PEP/pyruvate-binding protein	130.76	144.97	150.55	121.67	126.07	120.02
650469847	1011	Auxin Efflux Carrier	26.83	58.48	19.23	25.9	21.55	17.67
650469848	1398	Xanthine/uracil/vitamin C permease	1368.12	317.66	958.49	1595.86	1208.8	1168.12
650469849	522	5-(carboxyamino)imidazole ribonucleotide mutase	77.96	55.37	65.18	62.11	143.78	68.43
650469850	1467	amidophosphoribosyltransferase (EC 2.4.2.14)	76.75	45.68	62.96	78.21	103.15	82.62
650469851	1023	phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	107.4	47.52	74.44	64.61	150.28	106.01
650469852	630	formyltetrahydrofolate-dependent phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	271.3	137.64	246.9	324.63	453.47	334.14
650469853	1545	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	71.99	32.32	41.95	66.19	114.39	69.36
650469854	1260	phosphoribosylamine--glycine ligase (EC 6.3.4.13)	307.9	70.91	172.32	328.59	221.93	122.52
650469855	1173	glycosyl transferase family 2	6.94	61.6	8.29	13.82	57.79	39.16
650469856	462	GCN5-related N-acetyltransferase	8.81	2.84	0	5.4	7.86	16.57
650469857	621	nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	43.69	35.97	31.31	40.16	50.68	55.47
650469858	570	metal dependent phosphohydrolase	292.71	142.91	301.32	253.79	206	196.97
650469859	597	hypothetical protein	20.45	28.61	24.43	31.33	40.55	38.47
650469860	342	iojap-like protein	35.7	72.99	18.95	25.52	88.49	138.03
650469861	2478	leucyl-tRNA synthetase (EC 6.1.1.4)	186.67	115.59	149.08	183.69	201.27	250.22
650469862	23868	PKD domain containing protein	10.63	21.91	10.18	12.12	25.21	23.89
650469863	771	methyl-accepting chemotaxis sensory transducer	3.52	10.22	0	0	10.99	4.96
650469864	444	hypothetical protein	0	59.18	0	2.81	62.71	89.08
650469865	1731	AMP-dependent synthetase and ligase	34.48	48.58	25.27	45.39	83.22	61.91
